data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,pub_publication_titleTitle,publication_authors,citation_event_source
Centre for Environmental Data Analysis (CEDA),10.5285/c58c1af69b9745fda4cdf487a9547185,"MIDAS Open: UK hourly weather observation data, v201901",['Met Office'],references,10.3389/fenvs.2022.1054235,journal-article,Long lead-time radar rainfall nowcasting method incorporating atmospheric conditions using long short-term memory networks,"[['Kexin', 'Zhu'], ['Qiqi', 'Yang'], ['Shuliang', 'Zhang'], ['Shuai', 'Jiang'], ['Tianle', 'Wang'], ['Jinchen', 'Liu'], ['Yuxuan', 'Ye']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/c58c1af69b9745fda4cdf487a9547185,"MIDAS Open: UK hourly weather observation data, v201901",['Met Office'],is-part-of,http://catalogue.ceda.ac.uk/uuid/dbd451271eb04662beade68da43546e1,Info not given,Info not given,Info not given,DataCite
Environmental Information Data Centre (EIDC),10.5285/90dee4ce-187c-4094-8895-b079d29922f5,"Life history, developmental and morphometric data for individual flies from an experiment manipulating larval nutrition in female fruit flies (Drosophila melanogaster)","['Collins, D.H.', 'Prince, D.C.', 'Donelan, J.L.', 'Chapman, T.', 'Bourke, A.F.G.']",references,10.1101/2023.01.16.524185,posted-content,Developmental diet alters the fecundity-longevity relationship and age-related gene expression in<i>Drosophila melanogaster</i>,"[['David H.', 'Collins'], ['David C.', 'Prince'], ['Jenny L.', 'Donelan'], ['Tracey', 'Chapman'], ['Andrew F. G.', 'Bourke']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/c596cdd7-c709-461a-e053-6c86abc0c127,"Physical and biogeochemical data from three Seagliders on a combination transect and virtual mooring deployment, NE of Barbados January - February 2020.","['Rollo, Callum']",is-part-of,10.5194/os-19-77-2023,journal-article,Turbulent kinetic energy dissipation rate and associated fluxes in the western tropical Atlantic estimated from ocean glider observations,"[['Peter M. F.', 'Sheehan'], ['Gillian M.', 'Damerell'], ['Philip J.', 'Leadbitter'], ['Karen J.', 'Heywood'], ['Rob A.', 'Hall']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/f173b9c1-bb50-0b75-e053-6c86abc02a4a,"Estimates of turbulent kinetic energy dissipation rate in the western tropical Atlantic, northeast of Barbados (January and February 2020) calculated from Seaglider temperature microstructure observations using Batchelor spectrum and Thorpe scale methods (R/V Meteor cruise M161).","['Rollo, Callum', 'Siddle, Elizabeth', 'Lee, Gareth A', 'Cobas-Garcia, Marcos', 'Sheehan, Peter M F', 'Leadbitter, Philip', 'Damerell, Gillian', 'Hall, Robert A', 'Heywood, Karen J']",is-part-of,10.5194/os-19-77-2023,journal-article,Turbulent kinetic energy dissipation rate and associated fluxes in the western tropical Atlantic estimated from ocean glider observations,"[['Peter M. F.', 'Sheehan'], ['Gillian M.', 'Damerell'], ['Philip J.', 'Leadbitter'], ['Karen J.', 'Heywood'], ['Rob A.', 'Hall']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/18be3704-0a6d-4917-aa2e-bf38927321c5,Grid-to-Grid model estimates of river flow for Great Britain driven by UK Climate Projections 2018 (UKCP18) Regional (12km) data (1980 to 2080) v2,"['Kay, A.L.', 'Rudd, A.C.', 'Davies, H.N.', 'Lane, R.A.', 'Bell, V.A.']",is-part-of,10.5194/essd-2022-439,posted-content,The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates,"[['Alison L.', 'Kay'], ['Victoria A.', 'Bell'], ['Helen N.', 'Davies'], ['Rosanna A.', 'Lane'], ['Alison C.', 'Rudd']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/76057b0a-b18f-496f-891c-d5b22bd0b291,Grid-to-Grid model estimates of river flow for Northern Ireland driven by UK Climate Projections 2018 (UKCP18) Regional (12km) data (1980 to 2080) v2,"['Kay, A.L.', 'Rudd, A.C.', 'Davies, H.N.', 'Lane, R.A.', 'Bell, V.A.']",is-part-of,10.5194/essd-2022-439,posted-content,The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates,"[['Alison L.', 'Kay'], ['Victoria A.', 'Bell'], ['Helen N.', 'Davies'], ['Rosanna A.', 'Lane'], ['Alison C.', 'Rudd']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/f5fc1041-e284-4763-b8b7-8643c319b2d0,Grid-to-Grid model estimates of river flow for Northern Ireland driven by observed data (1980 to 2011),"['Kay, A.L.', 'Rudd, A.C.', 'Davies, H.N.', 'Lane, R.A.', 'Bell, V.A.']",is-part-of,10.5194/essd-2022-439,posted-content,The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates,"[['Alison L.', 'Kay'], ['Victoria A.', 'Bell'], ['Helen N.', 'Davies'], ['Rosanna A.', 'Lane'], ['Alison C.', 'Rudd']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/f7142ced-f6ff-486b-af33-44fb8f763cde,Grid-to-Grid model estimates of soil moisture for Great Britain and Northern Ireland driven by UK Climate Projections 2018 (UKCP18) Regional (12km) data (1980 to 2080),"['Kay, A.L.', 'Rudd, A.C.', 'Davies, H.N.', 'Lane, R.A.', 'Bell, V.A.']",is-part-of,10.5194/essd-2022-439,posted-content,The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates,"[['Alison L.', 'Kay'], ['Victoria A.', 'Bell'], ['Helen N.', 'Davies'], ['Rosanna A.', 'Lane'], ['Alison C.', 'Rudd']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/2f835517-253e-4697-b774-ab6ff2c0d3da,Grid-to-Grid model estimates of river flow for Great Britain driven by observed data (1980 to 2011),"['Kay, A.L.', 'Rudd, A.C.', 'Davies, H.N.', 'Lane, R.A.', 'Bell, V.A.']",is-part-of,10.5194/essd-2022-439,posted-content,The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates,"[['Alison L.', 'Kay'], ['Victoria A.', 'Bell'], ['Helen N.', 'Davies'], ['Rosanna A.', 'Lane'], ['Alison C.', 'Rudd']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/4f377defc2454db9b2a6d032abfd0cbd,"ESA Fire Climate Change Initiative (Fire_cci): AVHRR-LTDR Burned Area Grid product, version 1.0","['Chuvieco, Emilio', 'Pettinari, M. Lucrecia', 'Otón, Gonzalo', 'Storm, Thomas', 'Padilla Parellada, Marc']",references,10.1038/s41561-022-01114-x,journal-article,Shifts in vegetation activity of terrestrial ecosystems attributable to climate trends,"[['Steven I.', 'Higgins'], ['Timo', 'Conradi'], ['Edward', 'Muhoko']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/4f377defc2454db9b2a6d032abfd0cbd,"ESA Fire Climate Change Initiative (Fire_cci): AVHRR-LTDR Burned Area Grid product, version 1.0","['Chuvieco, Emilio', 'Pettinari, M. Lucrecia', 'Otón, Gonzalo', 'Storm, Thomas', 'Padilla Parellada, Marc']",is-part-of,http://catalogue.ceda.ac.uk/uuid/bcef9e87740e4cbabc743d295afbe849,Info not given,Info not given,Info not given,DataCite
National Geoscience Data Centre (NGDC),10.5285/99e4446f-c43a-492d-83c9-e896206649c0,"Surface and Meteorological Data at Huab River Valley, Skeleton Coast National Park, Namibia in September 2019","['Nield, Joanna M.', 'Wiggs, Giles F.S.', 'Baddock, Matthew C.', 'Delorme, Pauline']",references,10.1029/2022gl101553,journal-article,Field Evidence for the Initiation of Isolated Aeolian Sand Patches,"[['P.', 'Delorme'], ['J. M.', 'Nield'], ['G. F. S.', 'Wiggs'], ['M. C.', 'Baddock'], ['N. R.', 'Bristow'], ['J. L.', 'Best'], ['K. T.', 'Christensen'], ['P.', 'Claudin']]",CrossRef
National Geoscience Data Centre (NGDC),10.5285/46e9ff95-27ca-4d3b-b587-fc9ce22c5781,"Surface and Meteorological Data at Medano Creek, Great Sand Dunes National Park, Colorado, USA on 15th April 2019","['Nield, Joanna M', 'Wiggs, Giles F.S.', 'Baddock, Matthew C.', 'Delorme, Pauline']",references,10.1029/2022gl101553,journal-article,Field Evidence for the Initiation of Isolated Aeolian Sand Patches,"[['P.', 'Delorme'], ['J. M.', 'Nield'], ['G. F. S.', 'Wiggs'], ['M. C.', 'Baddock'], ['N. R.', 'Bristow'], ['J. L.', 'Best'], ['K. T.', 'Christensen'], ['P.', 'Claudin']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/ccfded8f-c8dc-4a24-8338-5af94dbfcc16,Historic reconstructions of monthly groundwater levels for 54 UK boreholes (1891-2015),"['Bloomfield, J.P.', 'Marchant, B.P.', 'Wang, L.']",references,10.1007/978-3-031-26754-3_25,book-chapter,Solar and Climate Impacts on Groundwater Level Variations in Two Wells in England,"[['Tatiana', 'Orehova'], ['Yavor', 'Chapanov'], ['Emil', 'Bournaski']]",CrossRef
Polar Data Centre (PDC),10.5285/6feac38a-5847-46f9-84e4-e7e9d291f935,"Snow accumulation from the Bryan Coast ice core (BC11), Ellsworth Land, West Antarctica","['Thomas, Elizabeth']",is-cited-by,10.1002/2015gl065750,American Geophysical Union (AGU),Twentieth century increase in snowfall in coastal West Antarctica,"[['E. R.', 'Thomas'], ['J. S.', 'Hosking'], ['R. R.', 'Tuckwell'], ['R. A.', 'Warren'], ['E. C.', 'Ludlow']]",DataCite
Polar Data Centre (PDC),10.5285/1f44795b-e596-433c-b69f-caf674880daa,"Amundsen-Ross sea ice reconstruction based on data from the Ferrigno ice core (F10), Bryan Coast, West Antarctica","['Thomas, Elizabeth']",is-cited-by,10.1002/2016gl068130,American Geophysical Union (AGU),Ice core reconstruction of sea ice change in the Amundsen‐Ross Seas since 1702 A.D.,"[['Elizabeth R.', 'Thomas'], ['Nerilie J.', 'Abram']]",DataCite
Polar Data Centre (PDC),10.5285/bc114581-413a-4c62-adb6-556155901f68,"Snow accumulation from the Gomez ice core (GZ07), South-western Antarctic Peninsula","['Thomas, Elizabeth']",is-cited-by,10.1029/2009gl040104,American Geophysical Union (AGU),Ice core evidence for significant 100-year regional warming on the Antarctic Peninsula,"[['E. R.', 'Thomas'], ['P. F.', 'Dennis'], ['T. J.', 'Bracegirdle'], ['C.', 'Franzke']]",DataCite
Polar Data Centre (PDC),10.5285/bc114581-413a-4c62-adb6-556155901f68,"Snow accumulation from the Gomez ice core (GZ07), South-western Antarctic Peninsula","['Thomas, Elizabeth']",is-cited-by,10.1029/2009jd012263,American Geophysical Union (AGU),Improving ice core interpretation using in situ and reanalysis data,"[['E. R.', 'Thomas'], ['T. J.', 'Bracegirdle']]",DataCite
Polar Data Centre (PDC),10.5285/bc114581-413a-4c62-adb6-556155901f68,"Snow accumulation from the Gomez ice core (GZ07), South-western Antarctic Peninsula","['Thomas, Elizabeth']",is-cited-by,10.1029/2007gl032529,American Geophysical Union (AGU),A doubling in snow accumulation in the western Antarctic Peninsula since 1850,"[['Elizabeth R.', 'Thomas'], ['Gareth J.', 'Marshall'], ['Joseph R.', 'McConnell']]",DataCite
Polar Data Centre (PDC),10.5285/9ab1541b-e71a-4d75-9907-968d47755e99,"Snow accumulation from the Ferrigno ice core (F10), Bryan Coast, West Antarctica","['Thomas, Elizabeth']",is-cited-by,10.1002/2015gl065750,American Geophysical Union (AGU),Twentieth century increase in snowfall in coastal West Antarctica,"[['E. R.', 'Thomas'], ['J. S.', 'Hosking'], ['R. R.', 'Tuckwell'], ['R. A.', 'Warren'], ['E. C.', 'Ludlow']]",DataCite
Polar Data Centre (PDC),10.5285/21a8fca5-8eae-48e4-93c0-bc6b4433e34c,"Stable isotope data and snow accumulation from the Dyer Plateau ice core, drilled 1989-90, Palmer Land, Antarctic Peninsula","['Mulvaney, Robert']",is-cited-by,10.3189/172756494794587438,International Glaciological Society,"Climate since AD 1510 on Dyer Plateau, Antarctic Peninsula: evidence for recent climate change","[['L. G.', 'Thompson'], ['D. A.', 'Peel'], ['E.', 'Mosley-thompson'], ['R.', 'Mulvaney'], ['J.', 'Dal'], ['P. N.', 'Lin'], ['M. E.', 'Davis'], ['C. F.', 'Raymond']]",DataCite
Polar Data Centre (PDC),10.5285/d77dd930-654b-4d09-99bd-8df3b00025a8,"Stable isotope data from the Gomez ice core (GZ07), Bryan Coast, South-Western Antarctic Peninsula","['Thomas, Elizabeth']",is-cited-by,10.1029/2009gl040104,American Geophysical Union (AGU),Ice core evidence for significant 100-year regional warming on the Antarctic Peninsula,"[['E. R.', 'Thomas'], ['P. F.', 'Dennis'], ['T. J.', 'Bracegirdle'], ['C.', 'Franzke']]",DataCite
Polar Data Centre (PDC),10.5285/d77dd930-654b-4d09-99bd-8df3b00025a8,"Stable isotope data from the Gomez ice core (GZ07), Bryan Coast, South-Western Antarctic Peninsula","['Thomas, Elizabeth']",is-cited-by,10.1029/2007gl032529,American Geophysical Union (AGU),A doubling in snow accumulation in the western Antarctic Peninsula since 1850,"[['Elizabeth R.', 'Thomas'], ['Gareth J.', 'Marshall'], ['Joseph R.', 'McConnell']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/0f074839-1630-4ccd-aa63-84d0da16b28a,"Invertebrate biomass, vegetation cover, and environmental data from Hengill, Iceland","[""O'Gorman, E.J."", 'Robinson, S.I', 'McLaughlin, Ó.B.', 'Marteinsdóttir, B.']",is-referenced-by,10.1111/1365-2656.12798,Wiley,Soil temperature effects on the structure and diversity of plant and invertebrate communities in a natural warming experiment,"[['Sinikka I.', 'Robinson'], ['Órla B.', 'McLaughlin'], ['Bryndís', 'Marteinsdóttir'], ['Eoin J.', ""O'Gorman""]]",DataCite
Polar Data Centre (PDC),10.5285/cc1d42de-dfe6-40aa-a1a6-d45cb2fc8293,Antarctic regional snow accumulation composites over the past 1000 years,"['Thomas, Elizabeth']",is-cited-by,10.5194/cp-2017-18,Copernicus GmbH,Review of regional Antarctic snow accumulation over the past 1000 years,"[['Elizabeth R.', 'Thomas'], ['J. Melchior', 'van Wessem'], ['Jason', 'Roberts'], ['Elisabeth', 'Isaksson'], ['Elisabeth', 'Schlosser'], ['TJ', 'Fudge'], ['Paul', 'Vallelonga'], ['Brooke', 'Medley'], ['Jan', 'Lenaerts'], ['Nancy', 'Bertler'], ['Michiel R.', 'van den Broeke'], ['Daniel A.', 'Dixon'], ['Massimo', 'Frezzotti'], ['Barbara', 'Stenni'], ['Mark', 'Curran'], ['Alexey A.', 'Ekaykin']]",DataCite
Polar Data Centre (PDC),10.5285/dada63fb-c40a-4b13-97ba-c53860881d79,Water column and ice thickness measurements of the Filchner-Ronne Ice Shelf derived from point seismic observations collected between 2015-2017,"['Rosier, Sebastian', 'Hofstede, Coen', 'Brisbourne, Alex', 'Hattermann, Tore', 'Davis, Peter', 'Anker, Paul', 'Gudmundsson, Hilmar', 'Hugh, Corr']",is-cited-by,10.1029/2018jc013982,American Geophysical Union (AGU),A New Bathymetry for the Southeastern Filchner‐Ronne Ice Shelf: Implications for Modern Oceanographic Processes and Glacial History,"[['S. H. R.', 'Rosier'], ['C.', 'Hofstede'], ['A. M.', 'Brisbourne'], ['T.', 'Hattermann'], ['K. W.', 'Nicholls'], ['P. E. D.', 'Davis'], ['P. G. D.', 'Anker'], ['C.‐D.', 'Hillenbrand'], ['A. M.', 'Smith'], ['H. F. J.', 'Corr']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/378f0f77-1842-4789-ba15-6fbdf7d02299,United Kingdom Butterfly Monitoring Scheme: site indices data 2015,"['Botham, M.', 'Roy, D.', 'Brereton, T.', 'Middlebrook, I.']",is-referenced-by,10.1111/1365-2656.12594,Wiley,Sensitivity of UK butterflies to local climatic extremes: which life stages are most at risk?,"[['Osgur', 'McDermott Long'], ['Rachel', 'Warren'], ['Jeff', 'Price'], ['Tom M.', 'Brereton'], ['Marc S.', 'Botham'], ['Aldina M. A.', 'Franco']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/4e36cdfa-0281-423f-99a8-e7c331b2e0d1,"Plant biodiversity data and environmental and spatial data from Jebel Ichkeul, a limestone mountain in northern Tunisia (1983)","['Kirk, D.A.', 'Hébert, K.', 'Goldsmith, F. B.']",is-referenced-by,10.7717/peerj.7296,PeerJ,Grazing effects on woody and herbaceous plant biodiversity on a limestone mountain in northern Tunisia,"[['David Anthony', 'Kirk'], ['Katherine', 'Hébert'], ['Frank Barrie', 'Goldsmith']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/4e36cdfa-0281-423f-99a8-e7c331b2e0d1,"Plant biodiversity data and environmental and spatial data from Jebel Ichkeul, a limestone mountain in northern Tunisia (1983)","['Kirk, D.A.', 'Hébert, K.', 'Goldsmith, F. B.']",is-referenced-by,https://peerj.com/manuscripts/29426,Info not given,Info not given,Info not given,DataCite
Environmental Information Data Centre (EIDC),10.5285/79669141-cde5-49f0-b24d-f3c6a1a52db8,Soil physico-chemical properties 2007 [Countryside Survey],"['Emmett, B.A.', 'Reynolds, B.', 'Chamberlain, P.M.', 'Rowe, E.', 'Spurgeon, D.', 'Brittain, S.A.', 'Frogbrook, Z.', 'Hughes, S.', 'Lawlor, A.J.', 'Poskitt, J.', 'Potter, E.', 'Robinson, D.A.', 'Scott, A.', 'Wood, C.M.', 'Woods, C.']",is-referenced-by,http://nora.nerc.ac.uk/9354/1/cs_uk_2007_tr9.pdf,Info not given,Info not given,Info not given,DataCite
Environmental Information Data Centre (EIDC),10.5285/79669141-cde5-49f0-b24d-f3c6a1a52db8,Soil physico-chemical properties 2007 [Countryside Survey],"['Emmett, B.A.', 'Reynolds, B.', 'Chamberlain, P.M.', 'Rowe, E.', 'Spurgeon, D.', 'Brittain, S.A.', 'Frogbrook, Z.', 'Hughes, S.', 'Lawlor, A.J.', 'Poskitt, J.', 'Potter, E.', 'Robinson, D.A.', 'Scott, A.', 'Wood, C.M.', 'Woods, C.']",is-referenced-by,10.1038/s41598-022-11099-7,Springer Science and Business Media LLC,Analytical modelling of soil porosity and bulk density across the soil organic matter and land-use continuum,"[['D. A.', 'Robinson'], ['A.', 'Thomas'], ['S.', 'Reinsch'], ['I.', 'Lebron'], ['C. J.', 'Feeney'], ['L. C.', 'Maskell'], ['C. M.', 'Wood'], ['F. M.', 'Seaton'], ['B. A.', 'Emmett'], ['B. J.', 'Cosby']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/79669141-cde5-49f0-b24d-f3c6a1a52db8,Soil physico-chemical properties 2007 [Countryside Survey],"['Emmett, B.A.', 'Reynolds, B.', 'Chamberlain, P.M.', 'Rowe, E.', 'Spurgeon, D.', 'Brittain, S.A.', 'Frogbrook, Z.', 'Hughes, S.', 'Lawlor, A.J.', 'Poskitt, J.', 'Potter, E.', 'Robinson, D.A.', 'Scott, A.', 'Wood, C.M.', 'Woods, C.']",is-referenced-by,10.5194/essd-9-445-2017,Copernicus GmbH,Long-term vegetation monitoring in Great Britain – the Countryside Survey 1978–2007 and beyond,"[['Claire M.', 'Wood'], ['Simon M.', 'Smart'], ['Robert G. H.', 'Bunce'], ['Lisa R.', 'Norton'], ['Lindsay C.', 'Maskell'], ['David C.', 'Howard'], ['W. Andrew', 'Scott'], ['Peter A.', 'Henrys']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/baf51776-c2d0-4e57-9cd3-30cd6336d9cf,UK Environmental Change Network (ECN) atmospheric nitrogen chemistry data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/essd-12-87-2020,Copernicus GmbH,The UK Environmental Change Network datasets – integrated and co-located data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/baf51776-c2d0-4e57-9cd3-30cd6336d9cf,UK Environmental Change Network (ECN) atmospheric nitrogen chemistry data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/essd-2019-74,Copernicus GmbH,The UK Environmental Change Network datasets – integrated and co-located  data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/b330d395-68f2-47f1-8d59-3291dc02923b,UK Environmental Change Network (ECN) soil solution chemistry data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/essd-12-87-2020,Copernicus GmbH,The UK Environmental Change Network datasets – integrated and co-located data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/b330d395-68f2-47f1-8d59-3291dc02923b,UK Environmental Change Network (ECN) soil solution chemistry data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/essd-2019-74,Copernicus GmbH,The UK Environmental Change Network datasets – integrated and co-located  data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",DataCite
